dataset,series,detector,raw,detrended,ma100,detrended_ma100
ucr,058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,iforest,0.002337293502787274,0.0023153749606182397,0.002200072275819004,0.0022000280471561003
ucr,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,timesfm_resid,0.016909800171677373,0.01690287301191516,0.015833471474938736,0.016030835897052266
ucr,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,tirex_resid,0.04525601028683757,0.027123544543832694,0.056326832605546245,0.03435243189064785
ucr,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,chronos_base_resid,0.021306890984475066,0.021727170042475066,0.023439301273047497,0.02402328042831252
ucr,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,chronos_small_resid,0.04621886792016121,0.024631753517039147,0.05071818694060821,0.03011798774742203
ucr,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,knn,0.02187962402252063,0.021879881122205756,0.02241836329438008,0.022416028167101452
ucr,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,lof,0.02675841880250829,0.02676037230560791,0.026378150036295508,0.026373532238160878
ucr,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,ae,0.03562741537490448,0.03529441824198945,0.048360116116317756,0.048368696617452814
ucr,061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,iforest,0.043642000540330086,0.043761435128193,0.04253428104408874,0.04255795852330066
ucr,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,timesfm_resid,0.029132071328273352,0.029837245871541282,0.03252099654982565,0.03505199462343865
ucr,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,tirex_resid,0.023826020510731155,0.024489815581235624,0.023050203203173626,0.025550671137464936
ucr,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,chronos_base_resid,0.024674336223804785,0.02509713556773174,0.025384534794337228,0.025791220097612
ucr,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,chronos_small_resid,0.02566808942564916,0.026256154160301234,0.027469950205172317,0.028048034598903385
ucr,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,knn,0.5552794732412187,0.5554561669627853,0.612737583837941,0.6127097457311406
ucr,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,lof,0.48358526371840727,0.4836778101492565,0.5719730968733048,0.5716834045928152
