dataset,series,detector,raw,detrended,ma100,detrended_ma100
ucr,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,ae,0.17076744506429564,0.1709464657585415,0.22672908066315953,0.225836267566319
ucr,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,iforest,0.069682908905606,0.06960668514886934,0.09839151545000424,0.0983938633314613
ucr,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,timesfm_resid,0.014114246109752034,0.01392190076296537,0.010206679998683403,0.009675958533519175
ucr,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,tirex_resid,0.01698772968609328,0.017150165506376203,0.012696560988335588,0.012370232780044604
ucr,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,chronos_base_resid,0.015460506290594523,0.015135651227544034,0.010270086512042458,0.009981574356440433
ucr,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,chronos_small_resid,0.013649408708944853,0.01347550036959898,0.00928945455185615,0.009212402700679325
ucr,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,knn,0.031574038973370286,0.031689467392421185,0.029370720426724527,0.02932654638324938
ucr,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,lof,0.01477655036212213,0.01421450744116993,0.01306212374411767,0.013063585858492276
ucr,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,ae,0.016164381726636045,0.01600693130849592,0.015879475428560445,0.01582230165912475
ucr,067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,iforest,0.03623310696509714,0.035932470070198425,0.03589434850055949,0.035790920595180485
ucr,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,timesfm_resid,0.03619174752213897,0.033556489415138266,0.345624390506893,0.37766196602281227
ucr,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,tirex_resid,0.01636304822064231,0.019162608697602418,0.304336373984576,0.24027150557856294
ucr,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,chronos_base_resid,0.018539624140103707,0.019736974824787902,0.06627105972480576,0.0623625088991479
ucr,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,chronos_small_resid,0.015652119714692686,0.017040956654696505,0.04485133313546715,0.04864562286726554
ucr,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,knn,0.6822837632251154,0.6827521745831686,0.7269279975531829,0.7269264933727524
ucr,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,lof,0.6511262260816836,0.651215717894736,0.6866904605773321,0.6866963503882693
ucr,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,ae,0.6395682918630723,0.6397739488115992,0.6893997791739056,0.68937487307385
ucr,070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,iforest,0.3712879453301636,0.3703778622295372,0.4953019487300509,0.4953351043608293
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,timesfm_resid,0.017797304686467837,0.014648588157297944,0.019141863355829382,0.014741221844545349
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,tirex_resid,0.016622612530821743,0.014124945694481108,0.015805218504901526,0.01335299880613413
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,chronos_base_resid,0.01918755263639879,0.013994756762553285,0.014302520584749543,0.012565446063800896
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,chronos_small_resid,0.01846949166468985,0.014600266645805042,0.01845670816094487,0.014187731476954542
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,knn,0.37493338094153633,0.37460425866437774,0.48074174174805967,0.4806667624725499
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,lof,0.3518076370684321,0.3523901214697862,0.43434333403467584,0.43433099116921847
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,ae,0.059948391951859546,0.059730303194879465,0.06266306122544901,0.06259119430016394
ucr,073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,iforest,0.12533589596732875,0.12560383463855188,0.12668474232281668,0.12686786622350432
ucr,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,timesfm_resid,0.0014561393110662604,0.011298380363569342,0.0016818513006063717,0.0035504393907203856
ucr,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,tirex_resid,0.0015806998897094121,0.00957147532211812,0.0025130313042295875,0.003871922025107221
ucr,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,chronos_base_resid,0.0014928574435628048,0.009255353093009351,0.0022699617933107496,0.003344831245467688
ucr,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,chronos_small_resid,0.0015663406885704436,0.0097890795395839,0.002382278521401837,0.004194164821636698
ucr,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,knn,0.10111982844274281,0.10334598445578114,0.11646245379128015,0.11646755160983659
ucr,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,lof,0.09733567710891608,0.0980261668928323,0.10984827279698764,0.10985451244389732
ucr,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,ae,0.16557663731186437,0.1427626020836039,0.14676099001139997,0.14673465692009838
ucr,083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,iforest,0.0020692548582891446,0.002083972722760856,0.002061359653217663,0.0020615222001412236
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,timesfm_resid,0.025765456863919862,0.024569910352781,0.15072657305480197,0.14498583766734596
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,tirex_resid,0.0366992711384722,0.027013514540952653,0.1843427427769447,0.17147661109074255
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,chronos_base_resid,0.022522915010979826,0.01871999010037678,0.04821189893488649,0.05166790347611954
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,chronos_small_resid,0.015683072319666147,0.013583054415565617,0.03350038469345045,0.03436086047109047
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,knn,0.1565410661603056,0.1562500754233715,0.18459130514812888,0.18460807250185884
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,lof,0.2395733264140265,0.2396457728155592,0.26456992330480206,0.26456596650171216
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,ae,0.3561026211985136,0.35413755481763565,0.5003115973542703,0.5003144809287509
ucr,086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,iforest,0.013424506755537018,0.013408943127856492,0.014745706538720788,0.014747926737199685
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,timesfm_resid,0.016425285942869294,0.013378617347222578,0.0428990963921386,0.030616745789920526
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,tirex_resid,0.04386184689578628,0.034864008785278136,0.1313723362745407,0.06443879516233594
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,chronos_base_resid,0.011617222004139892,0.010857468369108725,0.04454162764004088,0.04129279878378554
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,chronos_small_resid,0.005400801191201249,0.00463851744180314,0.0095261763314132,0.006655291440802891
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,knn,0.443299002574583,0.41852047268184267,0.545655430727177,0.5457226421505983
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,lof,0.10170124156794783,0.1025135077376508,0.06716098116278364,0.06713948685470802
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,ae,0.2592592412638689,0.255462334430969,0.37900016668165826,0.3788440417287535
ucr,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,iforest,0.09999364011109844,0.09881325375865646,0.17446741932510265,0.1746361648404026
ucr,096_UCR_Anomaly_NOISEECG4_5000_16900_17100,timesfm_resid,0.03086747939805908,0.030574169765856245,0.1949208497478304,0.18319200041200995
ucr,096_UCR_Anomaly_NOISEECG4_5000_16900_17100,tirex_resid,0.01800525382824777,0.017812618385123463,0.038042328652038826,0.029126675461366824
ucr,096_UCR_Anomaly_NOISEECG4_5000_16900_17100,chronos_base_resid,0.028601052124622068,0.02531382184007077,0.17543822336009438,0.16947226586241088
ucr,096_UCR_Anomaly_NOISEECG4_5000_16900_17100,chronos_small_resid,0.028959340818255908,0.0256438183835861,0.2238899038315579,0.20230312737764836
ucr,096_UCR_Anomaly_NOISEECG4_5000_16900_17100,knn,0.8301357378617558,0.8301086205804737,0.8630869689113219,0.8631070249792521
ucr,096_UCR_Anomaly_NOISEECG4_5000_16900_17100,lof,0.850037004483551,0.8500942496425294,0.8817890682778479,0.8815867249765587
ucr,096_UCR_Anomaly_NOISEECG4_5000_16900_17100,ae,0.7520452435678439,0.7516192272889359,0.8521196996265279,0.8521137329298365
ucr,096_UCR_Anomaly_NOISEECG4_5000_16900_17100,iforest,0.029050556076765224,0.028323248022220276,0.04328994457969765,0.043286666762259875
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,timesfm_resid,0.2326727409651498,0.26020819520412697,0.3225489542415847,0.33921673996352203
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,tirex_resid,0.20071803182115328,0.2175836477591919,0.23988508498051217,0.24581430007128352
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,chronos_base_resid,0.10711536610920136,0.06231304038762269,0.1444705686306566,0.11861620165331978
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,chronos_small_resid,0.04567020116987097,0.04904861173928162,0.05852166286995422,0.05553286196688082
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,knn,0.8393340266346834,0.8394152251043955,0.8790608540432294,0.8791127789878138
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,lof,0.7718928138076995,0.7750261883401384,0.8752536737705015,0.8753323568299787
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,ae,0.761786609599753,0.7630948111429003,0.862386783873853,0.8624761441490092
ucr,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,iforest,0.684770990001488,0.6851558631147465,0.7625189135917838,0.7624616199178563
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,timesfm_resid,0.029819911179956783,0.028853125780389358,0.040420076281387565,0.03707402855041142
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,tirex_resid,0.02584090251087997,0.02516905634228336,0.028966380771819948,0.02965453901289585
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,chronos_base_resid,0.025852214995598366,0.02505331130992024,0.030170666825805513,0.029737485297306757
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,chronos_small_resid,0.029739761709835746,0.025442681353320576,0.027901759729677567,0.027803298334603065
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,knn,0.6425595216659162,0.6419628616099085,0.7999565995790501,0.7998322516283751
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,lof,0.08204045973395274,0.08226320586110038,0.10869885980826398,0.10900059244004773
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,ae,0.5935701486618128,0.5918626258136823,0.7923579638703584,0.7919707255879913
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,iforest,0.029466776476157322,0.029959472044879122,0.03862318632182953,0.038638947868896975
ucr,105_UCR_Anomaly_NOISEgait3_24500_59900_60500,timesfm_resid,0.01709032832496342,0.0170461005632175,0.016075447877223495,0.01605119317450029
ucr,105_UCR_Anomaly_NOISEgait3_24500_59900_60500,tirex_resid,0.024741230190956642,0.021445893881452873,0.030875116069056498,0.025060723303400242
ucr,105_UCR_Anomaly_NOISEgait3_24500_59900_60500,chronos_base_resid,0.020323213851858826,0.019298870229828593,0.022944457421850646,0.02134066886756536
ucr,105_UCR_Anomaly_NOISEgait3_24500_59900_60500,chronos_small_resid,0.024816524276814127,0.021341964049407827,0.029430810902695552,0.025361874108931405
ucr,105_UCR_Anomaly_NOISEgait3_24500_59900_60500,knn,0.038536878313772116,0.03848229152394691,0.040258305917322476,0.04023701023571022
ucr,105_UCR_Anomaly_NOISEgait3_24500_59900_60500,lof,0.039228379213190806,0.03922132073198981,0.04166667477248369,0.04168650322482856
ucr,105_UCR_Anomaly_NOISEgait3_24500_59900_60500,ae,0.0250893048807393,0.025147179657371118,0.027490258357048086,0.027480206800135184
ucr,105_UCR_Anomaly_NOISEgait3_24500_59900_60500,iforest,0.05561413637862657,0.056121871125770294,0.0572629491650651,0.05682395165171427
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,timesfm_resid,0.01409965929655474,0.015894666013272704,0.07361038811175229,0.1117414243328339
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,tirex_resid,0.013919772508539742,0.01607364731435918,0.07194576167179362,0.10793088609322801
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,chronos_base_resid,0.011102875627257251,0.013287726865888163,0.014237678978536191,0.037256683431174595
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,chronos_small_resid,0.010626644354617009,0.013261002186528939,0.012791800921480544,0.040419783340699816
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,knn,0.03323392470587387,0.03323703004747473,0.03200919976864942,0.032009342984892476
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,lof,0.02962986714594083,0.02966741239002769,0.029784702417732057,0.029777571621863688
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,ae,0.040406514372576016,0.040391643094212476,0.03424798276969268,0.03425079022308652
ucr,111_UCR_Anomaly_3sddb40_35000_46600_46900,iforest,0.01470569889476769,0.014716193030171465,0.016958557941703013,0.016962844724262075
ucr,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,timesfm_resid,0.13849006607198977,0.13206315392706336,0.016451535672755785,0.014852852753533164
ucr,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,tirex_resid,0.06586052680503775,0.060120107975785805,0.04710625926769209,0.07091901693056639
ucr,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,chronos_base_resid,0.09658211764625899,0.056488038453030825,0.036433629847856266,0.03780059391333081
ucr,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,chronos_small_resid,0.08852149957245392,0.06553753166207028,0.043792124000834556,0.043382680966893135
ucr,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,knn,0.20760348803569958,0.20875768651875148,0.17697791905714194,0.1732476667182163
ucr,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,lof,0.048018201215549165,0.048751089916782064,0.04460003719698316,0.04460003719698316
ucr,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,ae,0.8986092795705043,0.898727585423269,0.8716349225954847,0.8716701645840411
ucr,114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,iforest,0.020663992756200233,0.02041905118678123,0.02358135293431268,0.02371821786365068
ucr,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,timesfm_resid,0.05360880973139911,0.10449893634072671,0.3475249787465605,0.3773746286773811
ucr,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,tirex_resid,0.06665102876987754,0.11204333228188526,0.4427963548999111,0.5251961789264675
ucr,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,chronos_base_resid,0.07284199901789983,0.13794892763460254,0.435645467096667,0.5072949737384334
ucr,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,chronos_small_resid,0.08895064101559746,0.15041244893594286,0.4299523322471674,0.4887952413154182
ucr,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,knn,0.6163281508038259,0.6165046718625644,0.5549867840385384,0.5548068373736421
ucr,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,lof,0.13887065267170456,0.14249608163820943,0.11975746268006084,0.11973578924725888
ucr,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,ae,0.7868743544573071,0.7851437685010205,0.8060953395250468,0.8062704926561699
ucr,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,iforest,0.028462537994321354,0.028466711452997638,0.03176830105582998,0.03176644023827998
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100,timesfm_resid,0.028851641069021397,0.03520716853604185,0.2756696399159384,0.4646852647780705
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100,tirex_resid,0.01305026602297282,0.012949851123904205,0.008431802431530511,0.00854950117388771
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100,chronos_base_resid,0.02071639863480275,0.02099595497726477,0.1123544149303577,0.2124528060399759
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100,chronos_small_resid,0.020873368371679114,0.020292969406206358,0.06474635486549107,0.10346387355783028
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100,knn,0.3742461859546079,0.3728377947345863,0.398876808612854,0.3988691268504061
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100,lof,0.8049658536370375,0.8080608020831699,0.8420072083302951,0.8422029055807834
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100,ae,0.33274497326564795,0.32104112623096037,0.33270951211046684,0.33286713758371855
ucr,121_UCR_Anomaly_ECG3_15000_16000_16100,iforest,0.006870818207872459,0.006933792010434879,0.006986747265937518,0.006986752249469972
ucr,124_UCR_Anomaly_ECG4_5000_16900_17100,timesfm_resid,0.03775185686428564,0.03448949237983824,0.23255353379840144,0.22112276253330132
ucr,124_UCR_Anomaly_ECG4_5000_16900_17100,tirex_resid,0.015803749613829066,0.015771473457087896,0.031959527096875856,0.023778097802884837
ucr,124_UCR_Anomaly_ECG4_5000_16900_17100,chronos_base_resid,0.02433188317873521,0.0245595440037499,0.15969067716817742,0.15438815869106043
ucr,124_UCR_Anomaly_ECG4_5000_16900_17100,chronos_small_resid,0.023754628576253985,0.02369441889411466,0.18599814569843076,0.16466459835042518
ucr,124_UCR_Anomaly_ECG4_5000_16900_17100,knn,0.8286229513822624,0.8285651554539619,0.8610065656803886,0.8609932523048814
ucr,124_UCR_Anomaly_ECG4_5000_16900_17100,lof,0.8547689678204313,0.8549407187804627,0.8843552092393934,0.8841993365405165
ucr,124_UCR_Anomaly_ECG4_5000_16900_17100,ae,0.7535230069530081,0.7535777869277689,0.8495289179260201,0.8498667443680143
ucr,124_UCR_Anomaly_ECG4_5000_16900_17100,iforest,0.02494935010512722,0.025304950865797614,0.03930766391219982,0.039310916475954305
ucr,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,timesfm_resid,0.16196504966881203,0.16563828815464063,0.39426293594825906,0.48267118167615686
ucr,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,tirex_resid,0.09521757581863033,0.08945126508930276,0.11920464717356002,0.11678238248851708
ucr,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,chronos_base_resid,0.010735208332002835,0.0109841685492673,0.017889579183047732,0.014320183343761797
ucr,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,chronos_small_resid,0.011665453498489822,0.011434781945932733,0.036324540546592315,0.014271903967236543
ucr,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,knn,0.5497600072029984,0.5497437207896545,0.5537882065812503,0.553921017816587
ucr,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,lof,0.8866571101168746,0.885346734314574,0.8629937130049605,0.863028540627919
ucr,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,ae,0.42672713300291154,0.42199105581905316,0.44987459287013987,0.45007205630587305
ucr,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,iforest,0.008808163491740269,0.008814263446967781,0.00867798952554125,0.008675375185169967
ucr,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,timesfm_resid,0.16057864887514214,0.16601113331287032,0.41587178008704595,0.30270884353985134
ucr,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,tirex_resid,0.16088317615952147,0.18752169445609862,0.5282759624002024,0.49635471704677764
ucr,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,chronos_base_resid,0.038326837521145476,0.038121683219972,0.07988744118310312,0.10457201940600466
ucr,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,chronos_small_resid,0.03453366400862077,0.039650243431854935,0.06103482515153306,0.05492530514075169
ucr,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,knn,0.9234238476036334,0.9228821108751866,0.9316355048342388,0.9313851671595388
ucr,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,lof,0.8573431168812249,0.8546826631228489,0.9040972027645691,0.9040609207261174
ucr,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,ae,0.9184763164558349,0.9171996098450859,0.9440310084428085,0.9447696574922113
ucr,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,iforest,0.3781856053642374,0.37870184623570874,0.406089936103568,0.4034399594453604
ucr,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,timesfm_resid,0.1540095784343917,0.19719928413890508,0.5693540285294723,0.5499509727137923
ucr,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,tirex_resid,0.28127021521049544,0.39577349072793083,0.5375971758570679,0.553095593061063
ucr,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,chronos_base_resid,0.008057200068713917,0.008447555748214519,0.009286069473281984,0.008949917171976466
ucr,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,chronos_small_resid,0.007057734956256631,0.0072432289802389785,0.009060764769434834,0.009554026473990278
ucr,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,knn,0.8733640420925499,0.87336335573864,0.8538599373065783,0.852998623264653
ucr,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,lof,0.8700214811639695,0.8647909661737057,0.7130624178933751,0.7130195492623914
ucr,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,ae,0.7835957870871577,0.7961657122894246,0.8075895514127568,0.8113498326340476
ucr,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,iforest,0.7808390522385835,0.7181921276537899,0.52211820294133,0.5226496728668076
ucr,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,timesfm_resid,0.16876792775257515,0.2599251522359387,0.24851872484864723,0.4355940011430429
ucr,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,tirex_resid,0.03461722551713445,0.0448114619788674,0.03812894157723518,0.05273833200187873
ucr,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,chronos_base_resid,0.029860213564678734,0.04062573930075811,0.026298092010758452,0.03056446124338556
ucr,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,chronos_small_resid,0.03531559515982338,0.044868343353224635,0.058470045660843795,0.06419591946057221
ucr,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,knn,0.3378034300225127,0.334048736248852,0.6351751573119341,0.6357101613673528
ucr,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,lof,0.027530444472825787,0.02705575208667697,0.023891248008700634,0.023920762825448208
ucr,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,ae,0.03594339465181537,0.035540027287387116,0.036184269818337875,0.03629960884123663
ucr,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,iforest,0.03177436918367051,0.03174069349620465,0.033586161917761065,0.03359763034687939
ucr,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,timesfm_resid,0.47290160725269903,0.4846430631272987,0.7329801621522003,0.7187621454358455
ucr,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,tirex_resid,0.449191297565031,0.45771537331401296,0.675003477901502,0.6656918271837402
ucr,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,chronos_base_resid,0.304625711411705,0.3264560424154856,0.5104260552392537,0.4960145063655164
ucr,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,chronos_small_resid,0.3268654072351861,0.33946936864274546,0.4588560587580317,0.4622465038228234
ucr,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,knn,0.6284934407719035,0.6281255489801343,0.6631053513932719,0.6630859086049552
ucr,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,lof,0.553978278856006,0.5609449049081249,0.6191937941421286,0.6191603068610069
ucr,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,ae,0.6357499465697855,0.635532178469925,0.6691269927123731,0.6689698348488867
ucr,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,iforest,0.5118706530603654,0.5123106460562088,0.5461958567273633,0.5463109359285093
ucr,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,timesfm_resid,0.06851026132560574,0.06638895351655899,0.11549212303077508,0.10786444405180313
ucr,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,tirex_resid,0.08172678282976586,0.0768737343312396,0.20804906146085672,0.14367527207203235
ucr,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,chronos_base_resid,0.0454307931206316,0.043578295345303886,0.07425326342894392,0.059214210349710104
ucr,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,chronos_small_resid,0.032812525694358566,0.032199167415422725,0.028267868879565727,0.027822296573705912
ucr,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,knn,0.4554418383017275,0.46106801066582603,0.729596435783036,0.7280821448808052
ucr,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,lof,0.046067343438675024,0.04639602135065077,0.03574997151638687,0.035755212956786325
ucr,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,ae,0.025073131084164892,0.025074477274756726,0.022626056849622458,0.022620127313831978
ucr,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,iforest,0.037045729411576245,0.03690608402393387,0.0377478060865889,0.03780030265691528
ucr,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,timesfm_resid,0.005976608777196323,0.006252601539085708,0.021533014070639345,0.028815523941917005
ucr,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,tirex_resid,0.007004135513825913,0.00803591945265613,0.040924049350353875,0.05465387716129079
ucr,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,chronos_base_resid,0.004122038576603856,0.0042447445594183415,0.0031441646420383054,0.0032740014050162813
ucr,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,chronos_small_resid,0.004161541277081588,0.004197403583993446,0.0031903678831643493,0.003326032574280241
ucr,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,knn,0.015046250277108167,0.015094005958871993,0.01232460485866791,0.012322474025916305
ucr,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,lof,0.006335771651801917,0.006280549989665251,0.005372046135737699,0.005372454471818757
ucr,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,ae,0.005030824321675472,0.005052808294469009,0.004520097000689403,0.004522099345597339
ucr,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,iforest,0.005259332390859987,0.005218859852396986,0.0049543251775176775,0.004952165649595046
