dataset,series,detector,custom_vus_pr,reference_vus_pr
ucr,090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985,chronos_base_resid,0.012316364467599305,0.012167010687289712
ucr,090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985,chronos_small_resid,0.01245725454408372,0.012309239050629063
ucr,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,knn,0.7473287069370973,0.9675173037843201
ucr,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,lof,0.7551044428099418,0.9683253134238256
ucr,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,ae,0.7364317361788371,0.9562552092370594
ucr,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,iforest,0.49708762636814213,0.6769765931616504
ucr,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,timesfm_resid,0.2109090690214249,0.28630037140754605
ucr,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,tirex_resid,0.24814153663671112,0.34318322476932506
ucr,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,chronos_base_resid,0.10272090615218993,0.13268598702482165
ucr,094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,chronos_small_resid,0.08873466064776238,0.11783994132436705
ucr,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,knn,0.06142156292832665,0.054754665377216884
ucr,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,lof,0.01331561542470909,0.012351300072646842
ucr,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,ae,0.025298114682137288,0.022589509569702664
ucr,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,iforest,0.010516725954951088,0.008937344351584659
ucr,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,timesfm_resid,0.008745641093469704,0.009709968078407153
ucr,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,tirex_resid,0.005814925563824251,0.006380676360287989
ucr,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,chronos_base_resid,0.0029703748845410624,0.0027465188903483284
ucr,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,chronos_small_resid,0.002406236716907975,0.0021296406263152786
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,knn,0.6425595216659162,0.873817718730084
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,lof,0.08204045973395274,0.09130091849312609
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,ae,0.5935701486618128,0.8459799330654653
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,iforest,0.029466776476157322,0.026938111969101595
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,timesfm_resid,0.029819911179956783,0.034321042239953074
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,tirex_resid,0.02584090251087997,0.027186022745669045
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,chronos_base_resid,0.025852214995598366,0.02889015727659173
ucr,102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,chronos_small_resid,0.029739761709835746,0.033767898694274726
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,knn,0.0121230857927959,0.009685068512421168
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,lof,0.015536625522111266,0.01468658584943411
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,ae,0.00911497407014459,0.0069627269319327174
ucr,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,iforest,0.021031398966362955,0.016763967201448685
