detector,series,forecast_err_normal,sep_ratio,effect,vus_pr
ae,nasa/E-9,0.208998,0.0741,-1.0500,0.3998
ae,nasa/E-11,0.215343,1.0441,0.0577,0.1816
ae,nasa/E-13,0.36166,1.1909,0.5630,0.0358
ae,nasa/D-1,0.34316,33.7164,113.1688,0.5002
ae,nasa/P-3,0.240634,0.5101,-0.6691,0.2044
ae,nasa/D-3,1.43083,45.6468,4.8086,0.4590
ae,nasa/A-2,0.378918,0.6454,-1.0212,0.0129
ae,nasa/A-4,0.306673,0.9235,-0.2709,0.0144
ae,nasa/D-6,0.399855,1.7769,2.5633,0.0170
ae,nasa/F-1,0.106199,0.5627,-0.3885,0.0124
ae,nasa/G-3,0.318731,1.3968,1.1349,0.0112
ae,nasa/T-2,0.0191996,1.0733,0.9358,0.5635
ae,nasa/D-9,0.000453722,0.9422,-0.0459,0.8766
ae,nasa/G-4,0.413312,90.6305,12.6481,0.8600
ae,nasa/D-11,0.0107938,4.7032,5.5224,0.1019
ae,nasa/G-7,0.0379236,21.7586,9.1407,0.2370
ae,nasa/A-6,4.14903,2.4579,3.3006,0.9459
ae,nasa/A-8,0.00324646,3.0733,14.8052,0.5415
ae,nasa/M-1,0.105886,1.3410,1.0531,0.5642
ae,nasa/F-7,0.125919,0.5989,-0.7667,0.1069
ae,nasa/M-4,0.149388,0.9309,-0.2970,0.1860
ae,nasa/P-15,2.90186,3.2967,2.4620,0.0138
ae,nasa/D-15,0.165994,1.0779,0.1924,0.5027
ae,psm/psm,0.404596,1.6769,0.4026,0.6815
ae,smd/machine-1-2,1.14192,4.1697,4.3091,0.3551
ae,smd/machine-1-4,44.8389,0.6474,-0.0179,0.3444
ae,smd/machine-1-6,5.29995,12.9756,15.0264,0.5978
ae,smd/machine-1-8,1.02288,15.0623,2.6310,0.2884
ae,smd/machine-2-4,0.49539,40.4556,7.3209,0.4697
ae,smd/machine-2-6,25.4913,30.5036,6.9573,0.5543
ae,smd/machine-3-1,71.7945,204.9907,9.2712,0.6877
ae,smd/machine-3-3,0.546014,3.6702,1.2776,0.1225
ae,smd/machine-3-5,14.3697,1.5228,0.1903,0.4027
ae,smd/machine-3-7,108.985,41.3295,3.3974,0.6152
ae,smd/machine-3-9,108.884,1.3547,0.0187,0.6429
ae,ucr/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900,0.0288315,0.3598,-0.2560,0.0086
ae,ucr/004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600,0.135339,6.2805,13.7835,0.7332
ae,ucr/006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727,0.13399,3.4468,6.7592,0.8945
ae,ucr/008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597,0.119873,1.6254,2.1748,0.3091
ae,ucr/010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054,0.121568,4.8016,7.4333,0.8265
ae,ucr/012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100,0.0635661,4.4973,3.0941,0.0951
ae,ucr/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100,0.10027,1.5068,1.7771,0.0912
ae,ucr/016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100,0.18543,3.8127,9.5273,0.7469
ae,ucr/018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100,0.100753,1.1462,0.5257,0.0092
ae,ucr/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388,0.0268064,5.5065,5.9815,0.6408
ae,ucr/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645,0.0288228,6.1385,12.9677,0.9196
ae,ucr/024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,0.0969141,1.2099,0.7603,0.0266
ae,ucr/026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854,0.103772,1.0661,0.2344,0.0515
ae,ucr/028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,0.0763591,1.6740,2.0148,0.1424
ae,ucr/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,0.0319645,2.7484,3.4685,0.0974
ae,ucr/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033,0.26436,1.9931,4.9686,0.6367
ae,ucr/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,0.0953753,4.1520,10.0835,0.7021
ae,ucr/036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,0.0410965,0.5517,-1.5248,0.0211
ae,ucr/038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932,0.493375,1.2241,0.6675,0.0061
ae,ucr/040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520,0.438027,1.2392,0.6961,0.0130
ae,ucr/042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420,0.407756,0.4632,-1.5753,0.0079
ae,ucr/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821,0.0748295,0.7385,-1.0068,0.0686
ae,ucr/046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477,0.0457743,1.8468,3.1356,0.1475
ae,ucr/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,0.0771284,1.8940,2.4998,0.1229
ae,ucr/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085,0.0662805,0.8374,-0.5333,0.0142
ae,ucr/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809,0.0709729,1.7266,2.2408,0.1675
ae,ucr/054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,0.835459,6.3777,9.0950,0.9538
ae,ucr/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211,0.342888,0.9034,-0.1715,0.0076
ae,ucr/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,0.215046,1.0838,0.4628,0.0062
ae,ucr/060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800,0.0137781,1.2874,0.5686,0.0214
ae,ucr/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180,0.0106269,3.3347,4.6290,0.3404
ae,ucr/064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,0.00782952,1.9068,1.6719,0.1703
ae,ucr/066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025,0.10972,1.7724,2.8170,0.1088
ae,ucr/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558,0.322894,0.8900,-1.2881,0.0050
ae,ucr/070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,0.0375298,48.0153,29.5550,0.6398
ae,ucr/072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800,0.0216328,2.1022,2.2859,0.1656
ae,ucr/074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800,0.534857,0.7097,-0.5709,0.0112
ae,ucr/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880,0.00259198,4.0540,7.8884,0.4803
ae,ucr/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412,0.0017912,1.1006,0.3314,0.0058
ae,ucr/084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874,0.134511,23.7169,33.7277,0.8295
ae,ucr/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,0.00595764,14.8579,23.1914,0.3538
ae,ucr/088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740,0.0394253,0.8750,-0.1540,0.0142
ae,ucr/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985,0.011784,3.8929,2.9951,0.3515
ae,ucr/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,0.131864,6.1202,15.2357,0.7365
ae,ucr/096_UCR_Anomaly_NOISEECG4_5000_16900_17100,0.182903,4.0981,10.5371,0.7516
ae,ucr/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,0.283068,1.3506,1.9146,0.0249
ae,ucr/100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260,0.488702,5.1287,10.9839,0.5311
ae,ucr/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,0.168855,3.1757,3.5450,0.5959
ae,ucr/104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100,0.27305,0.3250,-1.8577,0.0040
ae,ucr/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850,0.0184955,1.7335,2.5916,0.3317
ae,ucr/110_UCR_Anomaly_2sddb40_35000_56600_56900,0.0282833,0.3145,-0.2611,0.0093
ae,ucr/112_UCR_Anomaly_BIDMC1_2500_5400_5600,0.121836,6.7276,15.8640,0.7402
ae,ucr/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,0.124384,3.6533,6.8305,0.8987
ae,ucr/116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,0.118217,1.8514,2.7089,0.6022
ae,ucr/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,0.12427,4.6264,7.0016,0.7854
ae,ucr/120_UCR_Anomaly_ECG2_15000_16000_16100,0.0614763,5.0450,3.5106,0.1080
ae,ucr/122_UCR_Anomaly_ECG3_8000_17000_17100,0.0914083,1.5893,1.9473,0.0846
ae,ucr/124_UCR_Anomaly_ECG4_5000_16900_17100,0.175333,4.2245,10.4282,0.7536
ae,ucr/126_UCR_Anomaly_ECG4_8000_17000_17100,0.0913309,1.2098,0.6937,0.0110
ae,ucr/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,0.0197336,8.7426,6.2959,0.6503
ae,ucr/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,0.0218047,8.6122,16.1474,0.9190
ae,ucr/132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,0.0908024,1.3285,1.5611,0.0482
ae,ucr/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,0.0944037,1.0239,0.1032,0.0483
ae,ucr/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,0.0628519,1.8670,2.8526,0.5111
ae,ucr/138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,0.0253885,3.1146,4.8369,0.2470
ae,ucr/140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,0.271197,1.9583,6.1084,0.6357
ae,ucr/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,0.0990635,5.1695,17.0770,0.7620
ae,ucr/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,0.036706,0.6468,-1.3547,0.0213
ae,ucr/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,0.478603,1.1729,0.4937,0.0050
ae,ucr/148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520,0.433238,1.3037,0.8646,0.0152
ae,ucr/150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420,0.403536,0.4064,-1.6671,0.0084
ae,ucr/152_UCR_Anomaly_PowerDemand1_9000_18485_18821,0.0711932,0.7211,-1.0531,0.0610
ae,ucr/154_UCR_Anomaly_PowerDemand3_16000_23405_23477,0.0428842,2.1157,3.7801,0.1848
ae,ucr/156_UCR_Anomaly_TkeepFifthMARS_3500_5988_6085,0.0572991,2.4557,17.2147,0.7845
ae,ucr/158_UCR_Anomaly_TkeepForthMARS_3500_5988_6085,0.0574789,0.9075,-1.4359,0.0109
ae,ucr/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809,0.0583017,2.2213,8.3394,0.7707
ae,ucr/162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979,0.826564,6.8250,9.1978,0.9577
ae,ucr/164_UCR_Anomaly_apneaecg3_5000_11111_11211,0.343974,0.9096,-0.1674,0.0070
ae,ucr/166_UCR_Anomaly_apneaecg_10000_12240_12308,0.212045,1.1480,0.8371,0.0080
ae,ucr/168_UCR_Anomaly_gait2_22000_46500_46800,0.00949418,2.3890,2.5599,0.1831
ae,ucr/170_UCR_Anomaly_gaitHunt1_18500_33070_33180,0.0080951,4.1622,5.3376,0.3745
ae,ucr/172_UCR_Anomaly_gaitHunt3_23400_38400_39200,0.00569472,3.3278,3.5890,0.5390
ae,ucr/174_UCR_Anomaly_insectEPG2_3700_8000_8025,0.0921866,2.6010,6.5293,0.8561
ae,ucr/176_UCR_Anomaly_insectEPG4_1300_6508_6558,0.317089,0.9275,-0.8955,0.0057
ae,ucr/178_UCR_Anomaly_ltstdbs30791AI_17555_52600_52800,0.0331178,73.0705,30.0193,0.6408
ae,ucr/180_UCR_Anomaly_ltstdbs30791ES_20000_52600_52800,0.0174498,3.3909,4.1498,0.2676
ae,ucr/182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800,0.53224,0.7151,-0.5611,0.0113
ae,ucr/184_UCR_Anomaly_resperation10_48000_130700_131880,0.00101786,9.1633,8.9602,0.4094
ae,ucr/186_UCR_Anomaly_resperation1_100000_110260_110412,0.000465241,2.0966,1.7924,0.0176
ae,ucr/192_UCR_Anomaly_s20101mML2_12000_35774_35874,0.12561,28.9349,35.4446,0.8341
ae,ucr/194_UCR_Anomaly_sddb49_20000_67950_68200,0.00463071,22.0242,29.6749,0.4391
ae,ucr/196_UCR_Anomaly_sel840mECG2_20000_49370_49740,0.0364865,0.9761,-0.0248,0.0182
ae,ucr/198_UCR_Anomaly_tiltAPB2_50000_124159_124985,0.0208046,4.0898,2.7517,0.3562
ae,ucr/202_UCR_Anomaly_CHARISfive_10411_10998_11028,0.047535,2.0173,2.8824,0.1375
ae,ucr/204_UCR_Anomaly_CHARISfive_12412_15000_15070,0.0432064,3.0816,6.0238,0.5469
ae,ucr/206_UCR_Anomaly_CHARISten_25130_29080_29140,0.0280671,4.0133,3.9246,0.2327
ae,ucr/208_UCR_Anomaly_CHARISten_5130_27929_27989,0.406535,1.9009,2.9086,0.2074
ae,ucr/210_UCR_Anomaly_Italianpowerdemand_36123_74900_74996,0.011129,1.2692,0.4299,0.0057
ae,ucr/212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504,0.069172,1.4264,1.6300,0.0160
ae,ucr/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370,0.00971448,3.6324,3.2037,0.0257
ae,ucr/216_UCR_Anomaly_STAFFIIIDatabase_37216_160720_161370,0.00460014,40.0923,26.9744,0.0416
ae,ucr/218_UCR_Anomaly_STAFFIIIDatabase_41117_210720_211370,0.00262979,8.5931,9.7678,0.0535
ae,ucr/220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370,0.0159748,3.9999,3.4510,0.0337
ae,ucr/222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700,0.165222,6.3246,3.5957,0.0616
ae,ucr/224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700,0.100741,2.6658,1.3136,0.0253
ae,ucr/226_UCR_Anomaly_mit14046longtermecg_96123_123000_123300,0.0851,26.0268,30.0431,0.5688
ae,ucr/228_UCR_Anomaly_mit14134longtermecg_11361_47830_47850,0.283631,1.7752,2.7348,0.0487
ae,ucr/230_UCR_Anomaly_mit14134longtermecg_19363_19510_19610,0.182988,1.4021,0.4414,0.0335
ae,ucr/232_UCR_Anomaly_mit14134longtermecg_8763_57530_57790,0.350718,1.1381,0.4975,0.0153
ae,ucr/236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390,0.0410876,3.3072,0.9305,0.0156
ae,ucr/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780,0.0740766,7.1823,2.7807,0.0576
ae,ucr/240_UCR_Anomaly_taichidbS0715Master_240030_884100_884200,0.00525215,3.5609,0.7225,0.0011
ae,ucr/242_UCR_Anomaly_tilt12744mtable_100000_104630_104890,0.00395316,0.9128,-0.0107,0.0117
ae,ucr/244_UCR_Anomaly_tilt12754table_100013_104630_104890,0.00311615,1.6283,0.1162,0.0114
ae,ucr/246_UCR_Anomaly_tilt12755mtable_100211_270800_271070,0.0101195,4.1429,0.5831,0.0299
ae,ucr/248_UCR_Anomaly_weallwalk_2000_4702_4707,0.374835,1.5465,1.4807,0.0153
ae,ucr/250_UCR_Anomaly_weallwalk_2951_7290_7296,0.38786,1.3817,1.0195,0.0050
ae,nasa/E-8,0.20103,1.3747,0.4460,0.2277
ae,nasa/E-10,0.212662,1.0145,0.0192,0.2062
ae,nasa/E-12,0.216799,0.3875,-0.8540,0.1472
ae,nasa/P-2,0.536459,75.2973,18.8109,0.3618
ae,nasa/D-2,0.309587,0.8442,-0.5314,0.9745
ae,nasa/D-4,0.297403,216.7591,767.2005,0.3518
ae,nasa/A-3,0.361297,0.7270,-0.7707,0.0315
ae,nasa/G-1,0.392727,0.6518,-0.9131,0.0138
ae,nasa/T-1,0.00670882,1.0351,0.3181,0.3009
ae,nasa/F-2,0.0197502,1.8475,4.8022,0.5929
ae,nasa/T-3,0.0623007,77.8846,13.2255,0.2123
ae,nasa/G-6,0.00666966,11.5618,8.3665,0.1007
ae,nasa/P-7,0.0144487,2.7825,4.9498,0.5245
ae,nasa/A-7,0.0419049,0.7603,-1.0276,0.1674
ae,nasa/A-9,0.0173276,2.3619,10.3968,0.5464
ae,nasa/M-2,0.093911,4.6153,7.9768,0.6816
ae,nasa/M-3,0.144897,0.8465,-0.6313,0.1962
ae,nasa/P-11,0.119053,1.3126,0.4637,0.0927
ae,smd/machine-1-1,532.617,2.9865,0.2420,0.6221
ae,smd/machine-1-3,0.376044,5.1526,1.1445,0.3686
ae,smd/machine-1-5,22.1385,64.0887,8.6462,0.0127
ae,smd/machine-1-7,7.57549,7.9151,0.6696,0.4532
ae,smd/machine-2-1,81.9617,8.7695,1.7035,0.3170
ae,smd/machine-2-3,0.560355,11.2757,0.5812,0.2040
ae,smd/machine-2-5,335.626,0.2642,-0.0758,0.4388
ae,smd/machine-2-7,1.54917,7.2035,0.5702,0.4865
ae,smd/machine-2-9,425.758,4.0643,0.3387,0.7398
ae,smd/machine-3-10,0.212552,10.0895,9.7262,0.3406
ae,smd/machine-3-2,1.12498,3.4248,0.8403,0.1698
ae,smd/machine-3-4,399.424,15.1820,20.9226,0.7337
ae,smd/machine-3-6,10.4117,38.3856,5.8669,0.6740
ae,smd/machine-3-8,51.7763,4.3416,1.6146,0.3214
ae,ucr/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620,0.0290855,0.5987,-0.1610,0.0366
ae,ucr/003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900,0.0288124,2.6270,0.6513,0.0405
ae,ucr/007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544,0.137351,2.8789,5.3203,0.8933
ae,ucr/009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900,0.126695,4.1285,7.5668,0.9498
ae,ucr/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100,0.0897636,8.9764,8.1823,0.5340
ae,ucr/013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100,0.044781,2.5589,4.6957,0.2954
ae,ucr/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100,0.0157226,8.8248,10.6352,0.1428
ae,ucr/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100,0.184472,4.6600,12.1723,0.6951
ae,ucr/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212,0.0232263,2.6625,4.1533,0.4233
ae,ucr/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993,0.0228784,4.6854,8.1689,0.8592
ae,ucr/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716,0.0260201,8.3436,8.7979,0.8533
ae,ucr/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,0.113792,3.5231,6.0537,0.7771
ae,ucr/027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,0.291354,1.6544,2.5280,0.0629
ae,ucr/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,0.0637359,1.0429,0.1363,0.0273
ae,ucr/031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,0.036483,4.0697,6.9355,0.6761
ae,ucr/033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,0.0416963,3.2242,5.7913,0.6727
ae,ucr/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,0.154541,0.8052,-0.8808,0.0283
ae,ucr/037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260,0.494849,5.1630,11.1539,0.5277
ae,ucr/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420,0.485199,2.4525,4.1842,0.3282
ae,ucr/041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520,0.408006,1.8860,2.5859,0.2716
ae,ucr/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,0.158447,3.3380,3.7586,0.6567
ae,ucr/045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717,0.047614,1.0898,0.3527,0.0457
ae,ucr/047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077,0.044387,6.2153,14.6606,0.8728
ae,ucr/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,0.0641309,1.0827,0.2331,0.0067
ae,ucr/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340,0.0716639,3.7273,6.4965,0.4256
ae,ucr/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,0.669859,0.2993,-1.5931,0.0360
ae,ucr/055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100,0.214907,5.6257,23.4488,0.7298
ae,ucr/057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100,0.267951,0.2990,-1.8968,0.0041
ae,ucr/059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800,0.0144198,1.2056,0.3894,0.0119
ae,ucr/061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,0.0120147,1.3093,0.6051,0.0356
ae,ucr/063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850,0.0105873,1.9681,1.9176,0.2257
ae,ucr/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030,0.109399,0.9233,-0.3767,0.0060
ae,ucr/067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,0.0967806,0.9727,-0.1177,0.0161
ae,ucr/071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800,0.0371003,114.9385,24.1330,0.6504
ae,ucr/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,0.00391926,1.7924,1.4210,0.0600
ae,ucr/075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800,0.395729,0.8234,-0.3695,0.0154
ae,ucr/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,0.00296426,9.8040,20.4373,0.1429
ae,ucr/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874,0.158617,2.7979,6.3432,0.4369
ae,ucr/087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740,0.0619279,2.0401,1.9562,0.1162
ae,ucr/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,0.00286339,2.7693,4.8797,0.2559
ae,ucr/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370,0.0128971,0.6102,-0.3765,0.0055
ae,ucr/093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620,0.03766,0.8166,-0.0928,0.0435
ae,ucr/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597,0.127798,1.8175,2.8060,0.6497
ae,ucr/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993,0.0294421,5.8366,10.6328,0.8423
ae,ucr/099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,0.110012,4.7877,17.1130,0.7619
ae,ucr/101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520,0.437764,1.2739,0.7995,0.0142
ae,ucr/103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809,0.0671395,2.1340,7.4297,0.7674
ae,ucr/105_UCR_Anomaly_NOISEgait3_24500_59900_60500,0.019801,1.1231,0.4090,0.0251
ae,ucr/107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,0.0830817,0.7492,-1.1073,0.0091
ae,ucr/109_UCR_Anomaly_1sddb40_35000_52000_52620,0.0285324,0.7543,-0.0939,0.0430
ae,ucr/111_UCR_Anomaly_3sddb40_35000_46600_46900,0.0282896,2.6486,0.6281,0.0404
ae,ucr/115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,0.123727,3.2074,5.9472,0.8919
ae,ucr/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,0.122915,4.4716,7.5563,0.9457
ae,ucr/119_UCR_Anomaly_ECG1_10000_11800_12100,0.0940007,9.4348,8.9775,0.5683
ae,ucr/121_UCR_Anomaly_ECG3_15000_16000_16100,0.0401235,3.1832,5.7138,0.3210
ae,ucr/123_UCR_Anomaly_ECG4_5000_16800_17100,0.0104581,14.5168,13.3244,0.1969
ae,ucr/125_UCR_Anomaly_ECG4_5000_17000_17100,0.175148,5.0061,13.0459,0.7102
ae,ucr/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,0.0180225,3.2608,4.8180,0.4297
ae,ucr/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,0.0189153,8.4179,10.8653,0.8483
ae,ucr/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716,0.0212344,11.7106,8.4864,0.8321
ae,ucr/133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,0.098593,4.4380,8.2567,0.7801
ae,ucr/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,0.276421,1.3844,2.0719,0.0309
ae,ucr/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,0.0550914,1.1584,0.5702,0.0360
ae,ucr/139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,0.0281199,4.2797,8.7116,0.7314
ae,ucr/141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,0.034196,4.0020,6.0878,0.6935
ae,ucr/143_UCR_Anomaly_InternalBleeding8_2500_5865_5974,0.155385,0.7993,-0.9011,0.0250
ae,ucr/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260,0.482989,5.2642,11.1422,0.5281
ae,ucr/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420,0.480004,2.4905,4.1766,0.3321
ae,ucr/149_UCR_Anomaly_Lab2Cmac011215EPG5_7000_17390_17520,0.401204,2.2018,3.3430,0.3968
ae,ucr/151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440,0.158708,3.2883,3.6020,0.6108
ae,ucr/153_UCR_Anomaly_PowerDemand2_14000_23357_23717,0.0452013,1.1409,0.5092,0.0568
ae,ucr/155_UCR_Anomaly_PowerDemand4_18000_24005_24077,0.0403927,6.4731,14.2650,0.8740
ae,ucr/157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380,0.057276,1.0860,1.2752,0.0371
ae,ucr/159_UCR_Anomaly_TkeepSecondMARS_3500_9330_9340,0.0600196,4.8542,10.4958,0.3996
ae,ucr/161_UCR_Anomaly_WalkingAceleration1_1500_2764_2995,0.634573,0.2520,-1.7577,0.0355
ae,ucr/163_UCR_Anomaly_apneaecg2_10000_20950_21100,0.212169,6.8860,30.8545,0.7468
