detector,series,forecast_err_normal,sep_ratio,effect,vus_pr
iforest,ucr/165_UCR_Anomaly_apneaecg4_6000_16000_16100,0.352247,0.8996,-0.8195,0.0042
iforest,ucr/167_UCR_Anomaly_gait1_20000_38500_38800,0.513701,1.0437,0.6589,0.0130
iforest,ucr/169_UCR_Anomaly_gait3_24500_59900_60500,0.505811,1.0350,0.5089,0.0529
iforest,ucr/171_UCR_Anomaly_gaitHunt2_18500_31200_31850,0.498606,1.0681,1.1460,0.1745
iforest,ucr/173_UCR_Anomaly_insectEPG1_3000_7000_7030,0.494117,1.0571,1.6447,0.0447
iforest,ucr/175_UCR_Anomaly_insectEPG3_5200_7000_7050,0.497978,1.0290,0.9021,0.0352
iforest,ucr/179_UCR_Anomaly_ltstdbs30791AS_23000_52600_52800,0.393672,1.3840,4.0458,0.4446
iforest,ucr/181_UCR_Anomaly_park3m_60000_72150_72495,0.497737,1.1152,2.2638,0.3282
iforest,ucr/183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800,0.378307,0.9592,-0.6181,0.0140
iforest,ucr/191_UCR_Anomaly_resperation9_38000_143411_143511,0.462544,1.0797,0.8214,0.0024
iforest,ucr/193_UCR_Anomaly_s20101m_10000_35774_35874,0.417364,0.9925,-0.2714,0.0039
iforest,ucr/195_UCR_Anomaly_sel840mECG1_17000_51370_51740,0.375383,1.0193,0.4364,0.0667
iforest,ucr/197_UCR_Anomaly_tiltAPB1_100000_114283_114350,0.456956,1.1200,2.2371,0.1670
iforest,ucr/199_UCR_Anomaly_tiltAPB3_40000_114000_114370,0.479798,0.8994,-1.2913,0.0031
iforest,ucr/201_UCR_Anomaly_CHARISfive_10000_17001_17016,0.48053,1.0432,1.4402,0.0054
iforest,ucr/203_UCR_Anomaly_CHARISfive_10500_10995_11028,0.374379,1.0098,0.5399,0.0040
iforest,ucr/205_UCR_Anomaly_CHARISfive_9812_28995_29085,0.466528,0.8745,-1.2640,0.0038
iforest,ucr/207_UCR_Anomaly_CHARISten_3165_26929_26989,0.506375,1.0159,0.1825,0.0040
iforest,ucr/209_UCR_Anomaly_Fantasia_19000_26970_27270,0.359399,0.9936,-0.0993,0.0053
iforest,ucr/211_UCR_Anomaly_Italianpowerdemand_38113_39240_39336,0.472918,1.0623,1.0779,0.0058
iforest,ucr/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370,0.398373,1.1239,0.6389,0.0046
iforest,ucr/215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370,0.387185,0.9944,-0.0326,0.0026
iforest,ucr/217_UCR_Anomaly_STAFFIIIDatabase_38211_150720_151370,0.412573,1.0028,0.0147,0.0033
iforest,ucr/219_UCR_Anomaly_STAFFIIIDatabase_41612_64632_64852,0.39548,1.2325,1.1708,0.0027
iforest,ucr/221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852,0.385537,1.0051,0.0287,0.0052
iforest,ucr/223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700,0.374368,0.8959,-0.8817,0.0037
iforest,ucr/225_UCR_Anomaly_mit14046longtermecg_81214_143000_143300,0.364182,1.0862,0.7753,0.0070
iforest,ucr/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100,0.358426,1.0204,0.3444,0.0034
iforest,ucr/229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970,0.378953,1.0344,0.4207,0.0009
iforest,ucr/231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790,0.361035,0.9699,-0.5052,0.0078
iforest,ucr/237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370,0.392384,1.0736,1.2613,0.0600
iforest,ucr/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514,0.408585,1.5377,2.5957,0.0035
iforest,ucr/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100,0.422059,0.9811,-0.0894,0.0027
iforest,ucr/243_UCR_Anomaly_tilt12744mtable_100000_203355_203400,0.410601,1.1112,1.0235,0.0024
iforest,ucr/245_UCR_Anomaly_tilt12754table_100211_270800_271070,0.428558,1.1461,1.7797,0.0182
iforest,ucr/247_UCR_Anomaly_tilt12755mtable_50211_121900_121980,0.443373,1.0715,0.5761,0.0016
iforest,ucr/249_UCR_Anomaly_weallwalk_2753_8285_8315,0.417208,0.9994,-0.0082,0.0051
iforest,nasa/P-1,0.373282,0.9987,-0.0267,0.1095
iforest,nasa/E-2,0.359911,0.9099,-1.2077,0.1089
iforest,nasa/E-5,0.354171,0.9444,-0.7247,0.0555
iforest,nasa/S-1,0.356898,0.9201,-1.1921,0.0485
iforest,nasa/E-3,0.375351,0.9038,-2.0937,0.2703
iforest,nasa/E-6,0.368386,1.0552,0.7425,0.0272
iforest,nasa/E-1,0.358921,0.9563,-0.5685,0.0668
iforest,nasa/E-4,0.374078,0.8733,-2.4359,0.2306
iforest,nasa/E-7,0.355046,0.9652,-0.4573,0.0536
knn,nasa/E-9,4.69906,0.7511,-1.0554,0.3021
knn,nasa/P-3,6.80939,1.5410,14.5700,0.1857
knn,nasa/F-1,87.6612,0.9724,-0.5243,0.0117
knn,nasa/T-2,2.77213,0.5255,-14.7628,0.1299
knn,nasa/G-4,3.41208,37.8919,12.5459,0.2218
knn,nasa/D-11,1.45547,4.2479,4.8368,0.1016
knn,nasa/A-8,2.15236,0.4298,-3.9115,0.2831
knn,nasa/P-15,205.369,1.2006,0.2544,0.0080
knn,psm/psm,41.6833,1.3135,0.9785,0.5593
knn,smd/machine-1-6,3385.88,2.5339,0.9774,0.3001
knn,smd/machine-1-8,17244.9,1.4347,0.8060,0.2455
knn,ucr/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900,2.0212,0.9799,-0.0267,0.0104
knn,ucr/004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600,1.68026,3.0150,13.3233,0.7444
knn,ucr/006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727,3.65957,1.5902,3.2865,0.4233
knn,ucr/008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597,3.53907,1.1549,0.7684,0.0710
knn,ucr/010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054,3.47073,1.6841,3.6875,0.6373
knn,ucr/012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100,4.37309,2.4046,3.6358,0.1152
knn,ucr/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100,2.52916,1.9267,4.9238,0.2742
knn,ucr/016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100,2.77985,3.3543,11.4585,0.8115
knn,ucr/018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100,2.61316,1.8702,5.1923,0.4683
knn,ucr/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388,1.03645,3.4131,8.0287,0.6775
knn,ucr/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645,1.10725,4.5118,12.2145,0.8976
knn,ucr/024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,1.06356,1.4942,2.5502,0.2334
knn,ucr/026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854,1.1124,1.9313,5.8940,0.7534
knn,ucr/028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,1.20987,1.6233,2.9632,0.3934
knn,ucr/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,0.950351,1.9070,5.2919,0.5956
knn,ucr/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033,1.35297,2.2134,7.5392,0.6259
knn,ucr/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,1.16155,2.7249,10.1709,0.8708
knn,ucr/036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,0.855156,0.8860,-0.9794,0.0259
knn,ucr/038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932,7.88879,1.2254,1.5249,0.0179
knn,ucr/040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520,7.74204,1.3832,2.4572,0.1347
knn,ucr/042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420,7.66496,1.2212,1.4267,0.0417
knn,ucr/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821,1.99204,1.9604,7.1254,0.8516
knn,ucr/046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477,1.84641,1.4260,2.5149,0.0737
knn,ucr/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,2.502,1.9077,4.7957,0.6956
knn,ucr/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085,2.20547,1.0162,0.1059,0.0206
knn,ucr/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809,2.22633,2.5049,7.5903,0.8523
knn,ucr/054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,5.73551,2.7152,6.5329,0.9585
knn,ucr/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211,7.77283,1.0962,0.1976,0.0097
knn,ucr/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,6.61347,1.8368,2.5849,0.0320
knn,ucr/060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800,0.535032,1.5537,3.4538,0.2165
knn,ucr/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180,0.550204,1.9721,5.3786,0.3178
knn,ucr/064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,0.522816,1.6403,3.8242,0.5555
knn,ucr/066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025,1.28419,1.5585,3.6208,0.1783
knn,ucr/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558,1.44235,1.4236,3.4277,0.6919
knn,ucr/070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,3.40065,12.0925,25.2163,0.6823
knn,ucr/072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800,3.42876,1.4730,1.7231,0.0974
knn,ucr/074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800,5.34841,0.9489,-0.1586,0.0157
knn,ucr/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880,0.514956,1.5071,2.5299,0.1177
knn,ucr/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412,0.477264,2.3173,7.3345,0.2361
knn,ucr/084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874,5.51061,6.1267,21.0764,0.7947
knn,ucr/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,1.78766,4.1108,5.3287,0.1566
knn,ucr/088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740,3.64268,1.1847,0.4491,0.0333
knn,ucr/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985,1.98676,2.3752,2.3245,0.1382
knn,ucr/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,1.72579,2.8205,15.1389,0.7475
knn,ucr/096_UCR_Anomaly_NOISEECG4_5000_16900_17100,2.6464,3.5191,13.0732,0.8301
knn,ucr/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,1.38965,1.1818,2.0062,0.0618
knn,ucr/100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260,8.06183,2.5471,9.6395,0.4953
knn,ucr/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,2.14213,2.1530,3.0730,0.6416
knn,ucr/104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100,7.52287,1.0219,0.0561,0.0063
knn,ucr/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850,0.724624,1.4493,5.2152,0.4189
knn,ucr/110_UCR_Anomaly_2sddb40_35000_56600_56900,1.61642,1.1915,0.1917,0.0196
knn,ucr/112_UCR_Anomaly_BIDMC1_2500_5400_5600,1.44001,3.3081,14.3744,0.7437
knn,ucr/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,3.50275,1.5970,3.2533,0.2050
knn,ucr/116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,3.45874,1.2280,1.2634,0.0742
knn,ucr/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,3.48528,1.6699,3.4500,0.6157
knn,ucr/120_UCR_Anomaly_ECG2_15000_16000_16100,4.16373,2.9643,3.9199,0.1346
knn,ucr/122_UCR_Anomaly_ECG3_8000_17000_17100,1.84894,2.3914,5.6260,0.2967
knn,ucr/124_UCR_Anomaly_ECG4_5000_16900_17100,2.02276,4.4348,11.6685,0.8286
knn,ucr/126_UCR_Anomaly_ECG4_8000_17000_17100,1.84903,2.3614,5.5081,0.2894
knn,ucr/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,0.572002,6.5063,9.4377,0.6991
knn,ucr/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,0.591026,8.1734,14.3898,0.9234
knn,ucr/132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,0.716783,2.5147,5.2785,0.8307
knn,ucr/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,0.728654,2.7092,7.7967,0.8845
knn,ucr/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,0.741594,2.4850,5.7224,0.8595
knn,ucr/138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,0.542051,3.2524,6.7457,0.5899
knn,ucr/140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,0.903547,3.0938,8.3314,0.6284
knn,ucr/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629,0.802548,4.2776,11.4965,0.8398
knn,ucr/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681,0.42779,0.9007,-0.5358,0.0296
knn,ucr/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932,8.34918,1.2182,1.4062,0.0149
knn,ucr/148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520,7.77834,1.4384,2.6751,0.2113
knn,ucr/150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420,8.24214,1.2255,1.3860,0.0399
knn,ucr/152_UCR_Anomaly_PowerDemand1_9000_18485_18821,1.81988,2.1465,6.8246,0.8426
knn,ucr/154_UCR_Anomaly_PowerDemand3_16000_23405_23477,1.60247,1.6692,3.0711,0.1181
knn,ucr/156_UCR_Anomaly_TkeepFifthMARS_3500_5988_6085,1.5715,2.9041,10.8549,0.8291
knn,ucr/158_UCR_Anomaly_TkeepForthMARS_3500_5988_6085,1.55466,0.9955,-0.0299,0.0124
knn,ucr/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809,1.59102,3.5051,9.1144,0.9466
knn,ucr/162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979,5.6582,2.9293,6.7071,0.9570
knn,ucr/164_UCR_Anomaly_apneaecg3_5000_11111_11211,8.47955,1.1262,0.2162,0.0088
knn,ucr/166_UCR_Anomaly_apneaecg_10000_12240_12308,6.52839,2.1710,2.9098,0.0712
knn,ucr/168_UCR_Anomaly_gait2_22000_46500_46800,0.229237,2.8705,5.5338,0.3396
knn,ucr/170_UCR_Anomaly_gaitHunt1_18500_33070_33180,0.257709,3.4697,6.4806,0.2795
knn,ucr/172_UCR_Anomaly_gaitHunt3_23400_38400_39200,0.234644,3.2780,7.0633,0.7429
knn,ucr/174_UCR_Anomaly_insectEPG2_3700_8000_8025,0.972005,2.2185,5.5341,0.8882
knn,ucr/176_UCR_Anomaly_insectEPG4_1300_6508_6558,1.13666,1.6964,3.9518,0.7048
knn,ucr/178_UCR_Anomaly_ltstdbs30791AI_17555_52600_52800,2.92174,15.8742,23.2832,0.6732
knn,ucr/180_UCR_Anomaly_ltstdbs30791ES_20000_52600_52800,2.93468,2.1585,2.7701,0.1856
knn,ucr/182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800,5.25395,0.9381,-0.1797,0.0155
knn,ucr/184_UCR_Anomaly_resperation10_48000_130700_131880,0.290996,2.4296,3.3204,0.1821
knn,ucr/186_UCR_Anomaly_resperation1_100000_110260_110412,0.238968,4.2646,7.8485,0.2371
knn,ucr/192_UCR_Anomaly_s20101mML2_12000_35774_35874,5.52881,6.9240,21.0759,0.7956
knn,ucr/194_UCR_Anomaly_sddb49_20000_67950_68200,1.34905,5.9055,5.6847,0.1808
knn,ucr/196_UCR_Anomaly_sel840mECG2_20000_49370_49740,3.56313,1.2377,0.5051,0.0396
knn,ucr/198_UCR_Anomaly_tiltAPB2_50000_124159_124985,1.96743,2.6708,2.2543,0.1756
knn,ucr/202_UCR_Anomaly_CHARISfive_10411_10998_11028,1.64654,1.5152,3.3796,0.0744
knn,ucr/204_UCR_Anomaly_CHARISfive_12412_15000_15070,1.43349,1.4703,3.6575,0.2227
knn,ucr/206_UCR_Anomaly_CHARISten_25130_29080_29140,0.805817,4.1903,3.5718,0.2405
knn,ucr/208_UCR_Anomaly_CHARISten_5130_27929_27989,7.69798,1.7904,1.9791,0.1381
knn,ucr/210_UCR_Anomaly_Italianpowerdemand_36123_74900_74996,1.02495,1.0250,0.1503,0.0021
knn,ucr/212_UCR_Anomaly_Italianpowerdemand_8913_29480_29504,1.82624,1.1923,1.1740,0.0094
knn,ucr/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370,2.13119,1.3433,0.4295,0.0043
knn,ucr/216_UCR_Anomaly_STAFFIIIDatabase_37216_160720_161370,1.90809,4.8969,5.1862,0.0453
knn,ucr/218_UCR_Anomaly_STAFFIIIDatabase_41117_210720_211370,1.41292,3.0336,3.2149,0.0476
knn,ucr/220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370,1.52168,1.7503,1.9011,0.0287
knn,ucr/222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700,10.9902,3.5212,2.7125,0.0724
knn,ucr/224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700,8.13771,2.3085,1.4944,0.0397
knn,ucr/226_UCR_Anomaly_mit14046longtermecg_96123_123000_123300,5.52934,11.5645,13.9340,0.5787
knn,ucr/228_UCR_Anomaly_mit14134longtermecg_11361_47830_47850,5.01692,2.4510,4.2054,0.0510
knn,ucr/230_UCR_Anomaly_mit14134longtermecg_19363_19510_19610,4.50287,1.7520,1.5683,0.0240
knn,ucr/232_UCR_Anomaly_mit14134longtermecg_8763_57530_57790,7.14962,1.7020,2.1635,0.0501
knn,ucr/236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390,2.54805,2.2348,1.8926,0.0159
knn,ucr/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780,4.19615,3.3639,3.3670,0.0606
knn,ucr/240_UCR_Anomaly_taichidbS0715Master_240030_884100_884200,0.165328,23.2064,3.5269,0.0093
knn,ucr/242_UCR_Anomaly_tilt12744mtable_100000_104630_104890,0.851,2.6493,2.2640,0.0184
knn,ucr/244_UCR_Anomaly_tilt12754table_100013_104630_104890,1.34757,2.1348,2.0691,0.0151
knn,ucr/246_UCR_Anomaly_tilt12755mtable_100211_270800_271070,1.77709,2.3929,1.8852,0.0133
knn,ucr/248_UCR_Anomaly_weallwalk_2000_4702_4707,8.84869,1.3841,1.4538,0.4222
knn,ucr/250_UCR_Anomaly_weallwalk_2951_7290_7296,11.36,1.3612,1.3654,0.1192
knn,nasa/E-8,5.63163,2.3730,5.1290,0.2018
knn,nasa/P-2,15.7201,10.0519,232.0360,0.2435
knn,nasa/T-1,2.67149,0.4683,-4.8870,0.1187
knn,nasa/F-2,64.524,1.1781,2.7393,0.5634
knn,nasa/T-3,2.08567,24.9142,13.3131,0.2076
knn,nasa/G-6,0.914901,7.3627,5.4788,0.0978
knn,nasa/P-7,2.66222,1.6841,4.2917,0.5339
knn,nasa/A-7,5.26396,1.1869,1.1999,0.4925
knn,nasa/A-9,5.91895,1.2833,8.6448,0.5464
knn,smd/machine-1-1,517.9,13.5730,2.1434,0.6404
knn,smd/machine-2-3,2821,0.2694,-0.2194,0.1977
knn,smd/machine-2-5,191.6,2.2995,0.0993,0.6358
knn,smd/machine-3-10,2949.02,0.5375,-0.1413,0.1152
knn,smd/machine-3-4,1664.65,3.4764,6.5589,0.1512
knn,ucr/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620,1.94809,3.7705,3.7331,0.3076
knn,ucr/003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900,2.01492,1.6839,0.9314,0.0322
knn,ucr/007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544,3.60602,1.5596,2.7590,0.1393
knn,ucr/009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900,3.5371,1.8971,4.3775,0.7296
knn,ucr/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100,4.71764,3.7796,7.0940,0.5418
knn,ucr/013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100,2.30715,1.8962,4.5127,0.2440
knn,ucr/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100,0.785441,2.5480,4.8254,0.0771
knn,ucr/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100,2.73091,3.6148,12.7593,0.7414
knn,ucr/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212,1.01925,2.1471,4.7970,0.4005
knn,ucr/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993,1.0177,3.5046,10.2960,0.9141
knn,ucr/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716,1.05718,3.2893,7.4270,0.9116
knn,ucr/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,1.21355,3.1353,6.9698,0.8287
knn,ucr/027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,1.3486,1.7916,3.1089,0.0717
knn,ucr/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,1.02148,1.1914,1.4152,0.0789
knn,ucr/031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,1.02019,2.4651,6.8368,0.7018
knn,ucr/033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,0.902052,2.1778,6.0126,0.6951
knn,ucr/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,1.06166,1.1384,0.9329,0.1231
knn,ucr/037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260,7.9557,2.5372,9.5254,0.4915
knn,ucr/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420,7.66318,1.5291,3.5186,0.2424
knn,ucr/041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520,7.64309,1.4613,2.9479,0.2777
knn,ucr/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,2.05931,2.2927,3.2000,0.7013
knn,ucr/045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717,1.84561,1.2723,1.7719,0.1396
knn,ucr/047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077,1.74167,2.0802,6.3374,0.8266
knn,ucr/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,2.27384,1.0181,0.1068,0.0042
knn,ucr/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340,2.37494,2.3129,7.7093,0.4399
knn,ucr/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,5.53292,0.8124,-1.0023,0.0374
knn,ucr/055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100,6.64717,5.3815,13.1443,0.7432
knn,ucr/057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100,7.40677,0.9771,-0.0567,0.0056
knn,ucr/059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800,0.534905,1.4366,2.1906,0.0816
knn,ucr/061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,0.522596,1.0154,0.0865,0.0219
knn,ucr/063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850,0.540577,1.5635,3.1783,0.3118
knn,ucr/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030,1.28755,1.0800,0.5955,0.0125
knn,ucr/067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,1.22313,1.0778,0.5805,0.0317
knn,ucr/071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800,2.79699,19.2339,29.2533,0.6946
knn,ucr/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,0.41281,1.8811,4.7755,0.3751
knn,ucr/075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800,5.12282,0.9278,-0.2360,0.0175
knn,ucr/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,0.55156,2.2274,5.6553,0.1033
knn,ucr/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874,3.73032,2.3560,7.0511,0.6005
knn,ucr/087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740,4.01279,1.3745,1.5031,0.1002
knn,ucr/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,1.36838,2.4454,6.7603,0.4330
knn,ucr/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370,1.94817,1.2392,0.3756,0.0072
knn,ucr/093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620,2.3738,3.6117,4.3493,0.3584
knn,ucr/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597,3.60862,1.2081,1.2642,0.0757
knn,ucr/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993,1.17205,3.5493,11.5012,0.9146
knn,ucr/099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,1.13438,3.1603,13.0636,0.8394
knn,ucr/101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520,8.01436,1.4145,2.6380,0.2103
knn,ucr/103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809,2.47161,2.3711,9.2892,0.9460
knn,ucr/105_UCR_Anomaly_NOISEgait3_24500_59900_60500,0.696327,1.0455,0.7324,0.0386
knn,ucr/107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,1.17308,0.9378,-0.4664,0.0120
knn,ucr/109_UCR_Anomaly_1sddb40_35000_52000_52620,1.62791,5.1123,4.1288,0.3534
knn,ucr/111_UCR_Anomaly_3sddb40_35000_46600_46900,1.61786,1.9980,1.0010,0.0332
knn,ucr/115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,3.50301,1.6334,3.3447,0.2666
knn,ucr/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,3.48464,2.0525,4.8630,0.6716
knn,ucr/119_UCR_Anomaly_ECG1_10000_11800_12100,4.62064,4.6914,7.5411,0.5710
knn,ucr/121_UCR_Anomaly_ECG3_15000_16000_16100,1.70182,2.5553,5.6566,0.3729
knn,ucr/123_UCR_Anomaly_ECG4_5000_16800_17100,0.553986,4.7093,7.6495,0.2270
knn,ucr/125_UCR_Anomaly_ECG4_5000_17000_17100,2.02173,4.9474,13.3973,0.7610
knn,ucr/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,0.563654,3.7051,5.8487,0.5498
knn,ucr/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,0.584252,6.9449,10.3094,0.9149
knn,ucr/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716,0.604266,6.3190,7.5675,0.8376
